freq (Hz),x0 (mm),x1 (mm),x2 (mm),x3 (mm),y0 (mm),y1 (mm),y2 (mm),y3 (mm),sum_sii (dB),sum_sij (db)
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-24.94954734,-155.5519806
3.45,-24.41,-24.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-23.35916034,-158.0181376
3.45,-24.41,-24.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-23.10458527,-116.5343131
3.45,-24.41,-24.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-25.94270529,-112.9030953
3.45,-24.41,-24.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-25.14495036,-127.2873216
3.45,-24.41,-24.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-24.29866479,-135.6958738
3.45,-24.41,-24.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-24.74556608,-142.1225091
3.45,-24.41,-24.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-24.7206778,-143.8112324
3.45,-24.41,-24.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-24.90051136,-146.7534321
3.45,-24.41,-24.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-24.02524132,-154.1823393
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-16.41,16.41,-25.00693703,-154.1148638
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-16.41,16.41,-23.10450112,-156.8566991
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-16.41,16.41,-24.61711124,-114.3568259
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-16.41,16.41,-23.95920706,-129.5802879
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-16.41,16.41,-23.94115422,-144.1848982
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-131.41,16.41,-24.16845882,-158.1659315
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-131.41,16.41,-24.49252148,-164.2392992
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-131.41,16.41,-24.30197994,-155.1771669
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-131.41,16.41,-24.16783619,-159.6021057
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-131.41,16.41,-23.95437662,-166.119742
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-116.41,16.41,-23.09945452,-176.2511325
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-116.41,16.41,-25.59430242,-177.2192705
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-116.41,16.41,-23.75902236,-156.9980622
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-116.41,16.41,-24.59355348,-160.2140904
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-116.41,16.41,-25.41393507,-164.7045457
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-101.41,16.41,-24.42310549,-173.8460096
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-101.41,16.41,-24.25227077,-178.5372153
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-101.41,16.41,-24.1418113,-152.3524475
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-101.41,16.41,-24.65108936,-158.1765062
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-101.41,16.41,-24.2864541,-166.5550991
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-86.41,16.41,-24.43963032,-175.111365
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-86.41,16.41,-25.02689843,-178.712932
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-86.41,16.41,-25.81817528,-144.7143165
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-86.41,16.41,-24.94637387,-152.9762717
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-86.41,16.41,-24.65059662,-163.3759144
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-71.41,16.41,-24.86362776,-175.5964698
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-71.41,16.41,-23.98150961,-181.4817996
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-71.41,16.41,-24.31827811,-145.2826053
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-71.41,16.41,-24.35192246,-153.8839158
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-71.41,16.41,-25.11387602,-164.8910489
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-56.41,16.41,-24.1139777,-186.351892
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-56.41,16.41,-24.82789014,-198.1441178
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-56.41,16.41,-23.83808659,-141.3929327
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-56.41,16.41,-24.09294734,-150.0249212
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-56.41,16.41,-25.05840729,-159.4508964
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-41.41,16.41,-24.80900288,-172.8595462
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-41.41,16.41,-24.15466788,-179.6541912
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-41.41,16.41,-23.55114266,-132.9999533
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-41.41,16.41,-24.99062884,-141.8132319
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-41.41,16.41,-24.86053054,-154.1951419
3.45,-24.41,-24.41,24.01,24.41,-16.41,16.41,-26.41,16.41,-24.33051001,-169.1906229
3.45,-24.41,-24.41,39.01,24.41,-16.41,16.41,-26.41,16.41,-24.30641632,-175.6123848
3.45,-24.41,-24.41,54.01,24.41,-16.41,16.41,-26.41,16.41,-26.43638164,-122.8571961
3.45,-24.41,-24.41,69.01,24.41,-16.41,16.41,-26.41,16.41,-24.99149749,-136.8092524
3.45,-24.41,-24.41,75.01,24.41,-16.41,16.41,-26.41,16.41,-24.98988821,-150.0726227
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,16.41,-24.38156134,-165.3634586
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,16.41,-24.03558698,-172.1856757
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,16.41,-24.33792361,-131.3951788
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,16.41,-24.11843421,-146.0359453
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,31.41,-24.79025882,-158.735799
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,31.41,-24.38795259,-164.1742211
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,31.41,-25.05179721,-126.681843
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,31.41,-24.95037974,-136.2316674
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,31.41,-25.84822617,-146.1446704
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,46.41,-24.99450648,-159.0828218
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,46.41,-24.0597993,-165.0178637
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,46.41,-24.13888549,-133.7243249
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,46.41,-24.11949337,-140.8588733
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,46.41,-23.5734173,-150.3347968
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,61.41,-25.5869381,-158.7863994
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,61.41,-24.19842276,-164.9571309
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,61.41,-26.16554064,-136.7293297
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,61.41,-24.04880688,-144.4355615
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,61.41,-23.70012625,-152.1472514
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,76.41,-24.16578992,-161.8353392
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,76.41,-23.69119975,-167.163448
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,76.41,-24.27628568,-141.1800771
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,76.41,-24.49780238,-145.9017709
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,76.41,-24.19013074,-153.2525891
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,91.41,-24.83711442,-161.9399664
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,91.41,-24.47157311,-166.6268024
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,91.41,-24.54028648,-145.1675545
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,91.41,-25.1404409,-149.3097081
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,91.41,-24.97101669,-155.7459985
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,106.41,-24.26267052,-164.1027312
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,106.41,-25.75110196,-166.1519782
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,106.41,-23.90974764,-152.6690544
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,106.41,-24.17185218,-155.8702771
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,106.41,-24.83796326,-159.587826
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,121.41,-24.15032633,-166.8566181
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,121.41,-24.79966883,-169.6477322
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,121.41,-24.3518897,-154.3415311
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,121.41,-26.33947316,-154.9179178
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,121.41,-24.04482618,-161.4184852
3.45,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,131.41,-24.46902095,-168.6889769
3.45,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,131.41,-24.79390985,-172.5900014
3.45,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,131.41,-24.01582512,-155.6767308
3.45,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,131.41,-23.10806164,-159.911455
3.45,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,131.41,-23.75958713,-164.4206558
3.45,-75.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-23.5958725,-172.3679547
3.45,-60.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-23.34465839,-175.8911916
3.45,-45.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-24.531806,-160.4545496
3.45,-30.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-24.20546887,-147.4901213
3.45,-75.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-23.66740991,-135.5756554
3.45,-60.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-25.61596915,-118.9706215
3.45,-45.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-23.87305015,-176.0117084
3.45,-30.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-23.10715974,-167.270417
3.45,-24.41,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-24.52762855,-159.3333548
3.45,-75.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-23.31656372,-156.5206719
3.45,-60.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-25.11713024,-153.6276353
3.45,-45.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-24.3936676,-174.926098
3.45,-30.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-25.15733322,-163.5356856
3.45,-24.41,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-25.06096199,-158.592457
3.45,-75.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-24.52825255,-155.7917564
3.45,-60.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-24.13441164,-155.1755334
3.45,-45.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-23.99967494,-171.3181709
3.45,-30.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-25.33702146,-161.5249243
3.45,-24.41,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-23.83752209,-157.085332
3.45,-75.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-24.96790472,-150.7932394
3.45,-60.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-24.36389075,-149.8095712
3.45,-45.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-24.50702597,-168.9267326
3.45,-30.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-24.86874562,-158.61429
3.45,-24.41,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-24.11257867,-151.5581892
3.45,-75.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-23.38739871,-146.3689306
3.45,-60.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-25.04213419,-142.8468171
3.45,-45.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-24.16540595,-169.6516795
3.45,-30.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-24.25301294,-157.5240115
3.45,-24.41,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-25.08156103,-148.3660525
3.45,-75.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-24.41286429,-142.8288912
3.45,-60.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-24.79972285,-140.5821285
3.45,-45.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-23.05533868,-169.7319144
3.45,-30.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-24.42281023,-156.407709
3.45,-24.41,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-24.18079732,-147.5648438
3.45,-75.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-24.55279117,-139.8235984
3.45,-60.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-23.98740179,-138.1501564
3.45,-45.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-25.38828779,-164.5382103
3.45,-30.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-24.78416188,-153.4600554
3.45,-24.41,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-24.46015673,-143.2527371
3.45,-75.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-23.90015483,-134.7296043
3.45,-60.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-23.95505158,-131.7320466
3.45,-45.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-24.23305852,-163.7608922
3.45,-30.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-26.23310086,-149.6824152
3.45,-24.41,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-23.53172166,-140.9528179
3.5,-24.41,-75.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-57.82988759,-156.8785206
3.5,-24.41,-75.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-53.50439642,-158.4412753
3.5,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-53.47485381,-157.5724536
3.5,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-52.42713338,-161.3070244
3.5,-24.41,-75.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-55.9612717,-161.2997778
3.5,-24.41,-75.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-54.22910702,-160.3001746
3.5,-24.41,-75.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-52.45824366,-161.5333171
3.5,-24.41,-60.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-52.65849477,-162.8324128
3.5,-24.41,-60.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-53.30100169,-163.5159648
3.5,-24.41,-60.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-56.33461149,-140.8240942
3.5,-24.41,-60.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-57.82358236,-141.9995566
3.5,-24.41,-60.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-55.38132995,-143.7723175
3.5,-24.41,-60.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-52.44199108,-147.5771938
3.5,-24.41,-60.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-54.05723195,-148.0138606
3.5,-24.41,-60.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-54.57025649,-149.8071334
3.5,-24.41,-60.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-57.17839024,-151.3853613
3.5,-24.41,-45.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-53.4436271,-151.7584147
3.5,-24.41,-45.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-51.33452791,-154.5325614
3.5,-24.41,-45.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-54.19581624,-124.598009
3.5,-24.41,-45.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-57.15731425,-129.7890809
3.5,-24.41,-45.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-53.65818401,-134.0499572
3.5,-24.41,-45.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-57.71749788,-137.5048472
3.5,-24.41,-45.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-56.62899454,-138.4256897
3.5,-24.41,-45.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-55.56987809,-141.4220269
3.5,-24.41,-45.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-52.03788165,-146.5444751
3.5,-24.41,-30.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-58.48643311,-145.2947364
3.5,-24.41,-30.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-50.33126341,-147.8973424
3.5,-24.41,-30.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-54.26772944,-107.6689131
3.5,-24.41,-30.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-56.60348211,-119.7636388
3.5,-24.41,-30.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-52.60453901,-125.996227
3.5,-24.41,-30.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-54.53748405,-131.2133472
3.5,-24.41,-30.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-53.34647384,-132.6917286
3.5,-24.41,-30.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-52.92202006,-135.6668623
3.5,-24.41,-30.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-55.8010144,-141.2224648
3.5,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-55.89004568,-142.334705
3.5,-24.41,-24.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-51.63339853,-143.5168561
3.5,-24.41,-24.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-47.47923672,-103.2043931
3.5,-24.41,-24.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-55.53713155,-100.6851317
3.5,-24.41,-24.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-56.55049823,-115.4168868
3.5,-24.41,-24.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-54.12080138,-122.4507447
3.5,-24.41,-24.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-55.54184744,-128.5810693
3.5,-24.41,-24.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-55.11307068,-130.1735887
3.5,-24.41,-24.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-56.15687578,-133.0536899
3.5,-24.41,-24.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-53.11241796,-140.1126217
3.5,-24.41,-24.41,24.01,24.41,-16.41,16.41,-16.41,16.41,-56.14986187,-141.3135626
3.5,-24.41,-24.41,39.01,24.41,-16.41,16.41,-16.41,16.41,-50.78293582,-142.5131667
3.5,-24.41,-24.41,54.01,24.41,-16.41,16.41,-16.41,16.41,-51.57596913,-101.5638366
3.5,-24.41,-24.41,69.01,24.41,-16.41,16.41,-16.41,16.41,-52.05647747,-117.8553357
3.5,-24.41,-24.41,75.01,24.41,-16.41,16.41,-16.41,16.41,-53.25029729,-133.3887003
3.5,-24.41,-24.41,24.01,24.41,-16.41,16.41,-131.41,16.41,-53.82525074,-148.2807545
3.5,-24.41,-24.41,39.01,24.41,-16.41,16.41,-131.41,16.41,-54.65603248,-154.4750845
3.5,-24.41,-24.41,54.01,24.41,-16.41,16.41,-131.41,16.41,-53.5479229,-141.3860748
3.5,-24.41,-24.41,69.01,24.41,-16.41,16.41,-131.41,16.41,-53.06217799,-144.835547
3.5,-24.41,-24.41,75.01,24.41,-16.41,16.41,-131.41,16.41,-52.55649309,-150.4660764
3.5,-24.41,-24.41,24.01,24.41,-16.41,16.41,-116.41,16.41,-49.98817836,-159.5706431
3.5,-24.41,-24.41,39.01,24.41,-16.41,16.41,-116.41,16.41,-57.45455793,-161.8096735
3.5,-24.41,-24.41,54.01,24.41,-16.41,16.41,-116.41,16.41,-52.08840618,-142.9082683
3.5,-24.41,-24.41,69.01,24.41,-16.41,16.41,-116.41,16.41,-54.71913933,-145.542598
3.5,-24.41,-24.41,75.01,24.41,-16.41,16.41,-116.41,16.41,-57.48410529,-149.5436506
3.5,-24.41,-24.41,24.01,24.41,-16.41,16.41,-101.41,16.41,-54.34272605,-157.3830963
3.5,-24.41,-24.41,39.01,24.41,-16.41,16.41,-101.41,16.41,-53.73668195,-161.7415675
3.5,-24.41,-24.41,54.01,24.41,-16.41,16.41,-101.41,16.41,-53.51192704,-138.1287907
3.5,-24.41,-24.41,69.01,24.41,-16.41,16.41,-101.41,16.41,-54.99468077,-143.0326896
3.5,-24.41,-24.41,75.01,24.41,-16.41,16.41,-101.41,16.41,-53.88164395,-149.9467702
3.5,-24.41,-24.41,24.01,24.41,-16.41,16.41,-86.41,16.41,-54.36828606,-157.8177869
3.5,-24.41,-24.41,39.01,24.41,-16.41,16.41,-86.41,16.41,-56.21664729,-161.2882907
3.5,-24.41,-24.41,54.01,24.41,-16.41,16.41,-86.41,16.41,-58.98322311,-131.3741404
3.5,-24.41,-24.41,69.01,24.41,-16.41,16.41,-86.41,16.41,-55.94923428,-137.5098167
